SL No,Dispo_No,Dispo_Date,PO_No,Mkt_Ref_No,Style_No,color,Dispo Qty(Yds),PO_Qty,End_Buyer,garments_name,Process_Type,fabric_type,Weave_Type,composition,Total_Ends,Warp_Count,Weft Count,finish_type,construction,Dispo Grey Yarn Req (Warp),Dispo Grey Yarn Req (Weft),Dispo Dyed Yarn Req (Warp),Dispo Dyed Yarn Req (Weft),dispo_grey_qty,Req Grey Fabrics(YDS),Color Warp,Color Weft,Reed No,finish_width,Warp Length,Receive Warp Length,Remining Warp Length,Warp Plane,Acc.Holder,Total Grey Yarn Issued,S/W Total Yarn Issued Qty,Warp Yarn Consumption,Weft Yarn Consumption,DO No,DO Qty,Delivery Qty,Remarks,Short Excess Production,Print,Sample Qty.,Dispo Ref.,Type,Excess Dispo,Excess Qty,1st Gray Receive,Full Gray Receive,Hand Loom Delivery,Sample Delivery,PP Sample,Full Delivery,Test Sample,PP Sample,1st Delivery,2nd Delivery,3rd Delivery,Full Qty Delivery,Hanger,Dye Lot,ppsample,1st Delivery,2nd Delivery,Full Qty Delivery,3rd  Delivery,,,
4931,W2337313,12 Sep 2023,230902115,P230507986,E-57861,GREEN,"46,445.76 ","46,445.76 ",C&A,SHIRT BY SHIRT,Y/D,Fila Fill,Dobby,100% BCI Cotton,"5,364.00 ",32,(20SL+32),Soft,96x60/32x(20SL+32),"5,065.01 ","5,160.28 ","4,938.38 ","5,005.47 ","47,189.00 ","51,606.36 ",1,2,81/2,66.22,"49,641.31 ","34,040.00 ","15,601.31 ","34,040.00 ",A HASAN,"10,225.28 ","10,225.29 ","3,496.60 ","2,440.20 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,06 Oct 2023,06 Oct 2023,,,,11 Oct 2023,,,,,,,,,,
4932,W2337314,13 Sep 2023,230902120,P230814186,,Same as H230106094,"3,360.00 ","3,360.00 ",Gina Tricot,Quattro Fashion Limited,Y/D,Stripe,Plain,50%Organic Cotton+50%BCI Cotton,"8,064.00 ",50,50,Soft,144x80/50x50,420.27 ,225.21 ,399.82 ,215.08 ,"3,491.00 ","3,817.79 ",2,1,130/2,62.03,"4,002.92 ","4,000.00 ",2.92 ,"4,000.00 ",Salauddin Khan,645.48 ,645.48 ,424.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,27 Sep 2023,,,,12 Oct 2023,,,,,,,,,,
4933,W2337315,13 Sep 2023,230902123,P220404242,'2192536,GREY FIL A FIL,"11,657.00 ","11,657.00 ",C&A,Mens Fashion Ltd,Y/D,Fill-A-Fill,Plain,100% BCI Cotton,"7,448.00 ",50,40,Buyer must be need ETI (DP Rating 4)finish after 25 wash.,128x76/50x40,"1,269.58 ",927.04 ,"1,218.80 ",899.23 ,"11,844.00 ","12,952.72 ",2,1,112/2,66.5,"13,578.93 ","10,800.00 ","2,778.93 ","10,800.00 ",A HASAN,"2,196.62 ","2,196.62 ","1,059.40 ",760.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,07 Oct 2023,07 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4934,W2337315,20 Nov 2023,230902123,P220404242,'2192536,GREY FIL A FIL,656.17 ,"11,657.00 ",C&A,Mens Fashion Ltd,Y/D,Fill-A-Fill,Plain,100% BCI Cotton,"7,448.00 ",50,40,Buyer must be need ETI (DP Rating 4)finish after 25 wash.,128x76/50x40,92.71 ,64.56 ,86.22 ,61.33 ,714.00 ,780.84 ,2,1,112/2,66.5,940.80 ,0.00 ,940.80 ,0.00 ,A HASAN,157.27 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,07 Oct 2023,07 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4935,W2337316,13 Sep 2023,230902123,P230303935,"'2197315, 2197318",Black TWILL,"86,589.99 ","86,590.00 ",C&A,Mens Fashion Ltd,Y/D,Solid Look,"2/2 ""Z"" Twill",100% BCI Cotton,"8,775.00 ",50,50,Buyer must be need ETI (DP Rating 4)finish after 25 wash.,150x90/50x50,"10,149.87 ","6,573.99 ","9,946.87 ","6,442.51 ","87,976.00 ","96,211.43 ",1,1,134/2,65.49,"95,501.19 ","9,500.00 ","86,001.19 ","9,500.00 ",A HASAN,"16,723.86 ","16,605.21 ","1,098.80 ",0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,07 Oct 2023,07 Oct 2023,,,,12 Oct 2023,,,,,,,,,,
4936,W2337317,13 Sep 2023,230902128,P220910517,,Bulk PP approval of F2234529 (Need more bluer as per Original Swatch. Fabric BW weight should be 200 gsm. Pls maintain accordingly & proceed for bulk delivery urgently),"23,401.00 ","23,401.00 ",REITMANS (Asmara),APPAREL PROMOTERS LTD.,Y/D,Chambray,Plain,98% Cotton +2% Spandex,"3,948.00 ",16slub,16sl+70D,Soft,72x50/16Slubx(16Slub+70D),"4,208.81 ","3,635.78 ","4,082.55 ","3,490.35 ","24,316.00 ","26,592.22 ",1,1,58/2,68.07,"27,878.74 ","27,100.00 ",778.74 ,"27,875.00 ",S.M Zahidul Islam,"7,844.60 ","7,844.59 ","4,185.90 ","1,073.90 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,02 Oct 2023,02 Oct 2023,,,,12 Oct 2023,,02 Oct 2023,,,,,,,,
4937,W2337317,30 Oct 2023,230902128,P220910517,,Bulk PP approval of F2234529 (Need more bluer as per Original Swatch. Fabric BW weight should be 200 gsm. Pls maintain accordingly & proceed for bulk delivery urgently),"23,401.00 ","23,401.00 ",REITMANS (Asmara),APPAREL PROMOTERS LTD.,Y/D,Chambray,Plain,98% Cotton +2% Spandex,"3,948.00 ",16slub,16sl+70D,Soft,72x50/16Slubx(16Slub+70D),132.28 ,0.00 ,125.00 ,0.00 ,"24,316.00 ","26,592.22 ",1,1,58/2,68.07,"27,878.74 ",775.00 ,"27,103.74 ",0.00 ,S.M Zahidul Islam,132.28 ,132.28 ,128.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,02 Oct 2023,02 Oct 2023,,,,12 Oct 2023,,02 Oct 2023,,,,,,,,
4938,W2337318,13 Sep 2023,230902128,P220910658,,As H220105274,"18,803.01 ","18,803.00 ",REITMANS (Asmara),APPAREL PROMOTERS LTD.,Y/D,Chambray,Plain,98% Cotton +2% Spandex,"3,948.00 ",16slub,16sl+70D,Soft,72x50/16Slubx(16Slub+70D),"3,381.81 ","2,952.06 ","3,280.36 ","2,804.46 ","19,538.00 ","21,366.95 ",1,1,58/2,68.07,"22,400.93 ","28,960.00 ","(6,559.07)","22,335.00 ",S.M Zahidul Islam,"6,333.88 ","6,333.87 ","3,422.28 ",609.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,02 Oct 2023,02 Oct 2023,,,,12 Oct 2023,,02 Oct 2023,,,,,,,,
4939,W2337318,30 Oct 2023,230902128,P220910658,,As H220105274,"18,803.01 ","18,803.00 ",REITMANS (Asmara),APPAREL PROMOTERS LTD.,Y/D,Chambray,Plain,98% Cotton +2% Spandex,"3,948.00 ",16slub,16sl+70D,Soft,72x50/16Slubx(16Slub+70D),85.11 ,0.00 ,80.00 ,0.00 ,"19,538.00 ","21,366.95 ",1,1,58/2,68.07,"22,400.93 ",610.00 ,"21,790.93 ",0.00 ,S.M Zahidul Islam,85.11 ,85.11 ,140.90 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,02 Oct 2023,02 Oct 2023,,,,12 Oct 2023,,02 Oct 2023,,,,,,,,
4940,W2337318,08 Nov 2023,230902128,P220910658,,As H220105274,"2,615.92 ","18,803.00 ",REITMANS (Asmara),APPAREL PROMOTERS LTD.,Y/D,Chambray,Plain,98% Cotton +2% Spandex,"3,948.00 ",16slub,16sl+70D,Soft,72x50/16Slubx(16Slub+70D),547.08 ,476.25 ,522.46 ,445.29 ,"2,990.00 ","3,269.89 ",1,1,58/2,68.07,"3,513.37 ","3,350.00 ",163.37 ,"3,350.00 ",S.M Zahidul Islam,"1,023.32 ","1,023.33 ",578.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,02 Oct 2023,02 Oct 2023,,,,12 Oct 2023,,02 Oct 2023,,,,,,,,
4941,W2337319,13 Sep 2023,230902129,P221214161,273F095B,38 Dark Brown,"3,062.12 ","3,062.12 ",UNIQLO,Brandix Apparel Ltd.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,288.00 ",20,20,Both Side Brush,74x54/20X20,499.95 ,377.08 ,476.99 ,359.68 ,"3,256.00 ","3,560.79 ",4,4,64/2,67,"3,534.33 ","3,534.00 ",0.33 ,"3,534.00 ",Nazrul Islam,877.03 ,877.04 ,554.40 ,86.40 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,23 Sep 2023,,,27 Sep 2023,,,,,,,,,,
4942,W2337320,13 Sep 2023,230902129,P221214258,273F181B,07 Grey,"3,184.60 ","3,184.60 ",UNIQLO,Brandix Apparel Ltd.,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"4,288.00 ",20,20,Both Side Brush,74x54/20x20,516.55 ,392.03 ,492.89 ,374.08 ,"3,386.00 ","3,702.96 ",4,4,64/2,67,"3,675.70 ","3,676.00 ",(0.30),"3,675.00 ",Nazrul Islam,908.58 ,908.58 ,0.00 ,417.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,23 Sep 2023,,,27 Sep 2023,,,,,,,,,,
4943,W2337321,15 Sep 2023,230902134,P220302297,"CAWSC013,2SV7185",274 Silver Lining,"5,782.00 ","5,782.00 ",PERRY ELLIS,CONCORDE GARMENTS LTD.,Y/D,Chambray,Plain,55% Linen + 45% Cotton,"3,724.00 ",21 L/C,21L/C,Soft,60x50/21LCx21LC,765.67 ,746.12 ,723.56 ,701.35 ,"6,008.00 ","6,570.41 ",1,1,54/2,68.96,"6,736.99 ","6,737.00 ",(0.01),"6,737.00 ",Jahirul,"1,511.79 ","1,511.79 ",815.90 ,732.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,18 Oct 2023,,,,,,,,,,
4944,W2337322,14 Sep 2023,230902138R-1,P220506220,N001B/ N002B/N007A,31 Beige,"13,532.37 ","13,532.37 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Chambray,Plain,100% Linen,"3,426.00 ",17Linen,21 Linen,Pre-cure finish,60x54/17x21,"1,981.20 ","1,617.29 ","1,872.23 ","1,536.43 ","13,749.00 ","15,036.04 ",1,1,50/2,68.52,"15,417.05 ","15,415.00 ",2.05 ,"15,415.00 ",Md. Akib Zawad,"3,598.49 ","3,598.49 ","2,094.50 ","1,486.10 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,08 Oct 2023,13 Oct 2023,,18 Oct 2023,,,,,,,,,,
4945,W2337323,23 Sep 2023,230902138R-1,P220506223,N001B/ N002B/N007A,57 Olive,"2,799.65 ","2,799.65 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Chambray,Plain,100% Linen,"3,402.00 ",17Linen,21 Linen,Pre-cure finish,60x54/17x21,443.71 ,366.14 ,414.87 ,342.34 ,"2,977.00 ","3,255.68 ",1,1,50/2,68.04,"3,422.11 ","3,370.00 ",52.11 ,"3,370.00 ",Md. Akib Zawad,809.85 ,"1,676.71 ",426.20 ,355.20 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,08 Oct 2023,13 Oct 2023,,18 Oct 2023,,,,,,,,,,
4946,W2337324,14 Sep 2023,230902138R-1,P220608140,N001B/ N002B/N007A,09 Black,"11,777.12 ","11,777.12 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Solid Look,Plain,100% Linen,"3,420.00 ",17Linen,21 Linen,Pre-cure finish,60x54/17x21,"1,712.13 ","1,412.66 ","1,626.52 ","1,334.96 ","11,966.00 ","13,086.14 ",1,1,50/2,68.4,"13,417.34 ","13,330.00 ",87.34 ,"13,330.00 ",Md. Akib Zawad,"3,124.78 ","3,124.79 ","1,796.60 ","1,396.40 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,08 Oct 2023,13 Oct 2023,,18 Oct 2023,,,,,,,,,,
4947,W2337325,19 Oct 2023,230902138R-1,P230609024,N001B/ N002B/N007A,67 blue,"14,390.86 ","14,390.86 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Chambray,Plain,100% Linen,"3,420.00 ",17 Linen,21 Linen,Pre-cure finish,60x54/17x21,"2,366.33 ","1,717.12 ","2,248.01 ","1,631.26 ","14,621.00 ","15,989.67 ",1,1,50/2,68.4,"16,395.11 ","16,845.00 ",(449.89),"16,390.00 ",Md. Akib Zawad,"4,083.44 ","4,083.45 ","2,247.50 ",0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,08 Oct 2023,13 Oct 2023,,18 Oct 2023,,,,,,,,,,
4948,W2337326,14 Sep 2023,230902138R-1,P230712427,N001A & N002A,24 orange,"8,311.46 ","8,311.46 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Chambray,Plain,100% Linen,"3,426.00 ",17Linen,21 Linen,Pre-cure finish,60x54/17x21,"1,216.89 ","1,003.88 ","1,149.96 ",943.65 ,"8,444.00 ","9,234.44 ",1,1,50/2,68.52,"9,469.01 ","9,465.00 ",4.01 ,"9,465.00 ",Md. Akib Zawad,"2,220.77 ","2,220.77 ","1,290.86 ",834.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,08 Oct 2023,13 Oct 2023,,18 Oct 2023,,,,,,,,,,
4949,W2337328,18 Sep 2023,230902142R-1,P230813890,jy seersucker shirt / jy seersucker shorts / jy seersucker Pant ( Brand : JUNKYARD ),As per approved Handloom  Dispo #H230105981(P230813890) Date:27-08-2023 Only Color Approval.,"2,290.00 ","2,290.00 ",Varner,GLOBUS GARMENTS LTD.,Y/D,Stripe,Plain (Seer Sucker),100% BCI Cotton,"3,756.00 ",(32+32/2),32,Soft,66x62/(32+32/2)x32,322.88 ,194.28 ,307.89 ,187.73 ,"2,380.00 ","2,602.79 ",2,1,58/2,64.76,"2,617.04 ","5,710.00 ","(3,092.96)","2,610.00 ",Rafi,517.15 ,517.14 ,324.10 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,28 Sep 2023,,,,08 Oct 2023,,,,,,,,,,
4950,W2337329,16 Sep 2023,230902141,P230813499,TI-3325/ TH5/ 706490 ESPAGNE,K0273 Rayures Vert,"5,103.00 ","5,103.00 ",IDKIDS GROUP,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Stripe,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"4,212.00 ",20,10+70D,Soft,78x58/20x(10+70D),832.09 ,"1,741.61 ",790.44 ,"1,645.82 ","5,555.00 ","6,075.00 ",2,1,58/2,72.62,"6,228.98 ","6,220.00 ",8.98 ,"6,220.00 ",Shakibul Islam,"2,573.70 ","2,573.70 ",896.40 ,202.60 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,10 Oct 2023,,,,,,,,,,
4951,W2337329,20 Nov 2023,230902141,P230813499,TI-3325/ TH5/ 706490 ESPAGNE,K0273 Rayures Vert,701.00 ,"5,103.00 ",IDKIDS GROUP,AMAN GRAPHICS AND DESIGNS LTD.,Y/D,Stripe,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"4,212.00 ",20,10+70D,Soft,78x58/20x(10+70D),151.43 ,299.96 ,140.31 ,278.96 ,855.00 ,935.04 ,2,1,58/2,72.62,"1,078.11 ",0.00 ,"1,078.11 ",0.00 ,Shakibul Islam,451.39 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,05 Oct 2023,05 Oct 2023,,,,10 Oct 2023,,,,,,,,,,
4952,W2337330,18 Sep 2023,230902130,P230915011,JXJAMIE LS RELAXED POPLIN SHIRT NOOS (12200353),Cerise Stripes:Stripes,"3,550.00 ","3,550.00 ",Selected Homme (Dekko),DEKKO READYWEARS LTD.,Y/D,Stripe,Plain,70% Organic Cotton+30% Supima,"8,550.00 ",40,50 (Pima),Soft (As per Swatch),150x78/40x50(Pima),587.49 ,245.03 ,563.09 ,232.78 ,"3,689.00 ","4,034.33 ",3,1,134/2,63.81,"4,321.44 ","4,300.00 ",21.44 ,"4,300.00 ",Md. Zahid Chowdhury,832.52 ,832.53 ,590.60 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,03 Oct 2023,,,,15 Oct 2023,,,,,,,,,,
4953,W2337331,01 Oct 2023,230501123R-1,P220202066,,Will Share Soon,"437,445.32 ","437,445.32 ",THE BLUE FALCON,THE BLUE FALCON,Y/D,Printed,Dobby as 607576,50% Polyester 50% Cotton,"6,960.00 ",45/2tc,45/2tc,RFD (Soft),120x65/45TC/2x45TC/2,"1,884.91 ",0.00 ,"1,884.91 ",0.00 ,0.00 ,0.00 ,1,1,55/4,63.27,"9,700.00 ",0.00 ,"9,700.00 ",0.00 ,Md. Jubaidur Rahman,"1,884.91 ",0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,15 Aug 2023,,,,,,,,,,,,,
4954,W2337332,14 Sep 2023,230902132,P220910871,333F075A,01 Off White,"2,972.44 ","2,972.44 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,712.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2,2,54/2,68.74,0.00 ,0.00 ,0.00 ,0.00 ,Nazrul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,23 Sep 2023,,,27 Sep 2023,,,,,,,,,,
4955,W2337333,16 Sep 2023,230902137,P220708748,Brita Dungarees & Ginny Trs,42-305; Red bright Stripe,"2,150.00 ","2,150.00 ",H&M (ARKET),Orbitex Knitwear Ltd.,Y/D,Stripe,3/1 Z Twill,100% BCI Cotton,"3,564.00 ",10,10,Soft,62x44/10x10,587.27 ,455.15 ,560.52 ,436.94 ,"2,286.00 ","2,499.99 ",2,1,54/2,66,"2,626.85 ","2,620.00 ",6.85 ,"2,620.00 ",KIBRIA,"1,042.41 ","1,042.42 ",603.80 ,452.35 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,13 Sep 2023,13 Sep 2023,,,,11 Oct 2023,,,,,,,,,,
4956,W2337334,16 Sep 2023,230902148,P230610495,,RH230104548 0P 02,960.00 ,960.00 ,Design Hub-Styleberry,DELICATE GARMENTS LTD.,Y/D,Chambray,Dobby,100% Cotton,"6,972.00 ",60,32,Soft,122X94/60X32,98.26 ,144.04 ,91.87 ,137.56 ,"1,045.00 ","1,142.82 ",1,1,108/2,64.56,"1,291.77 ","1,290.00 ",1.77 ,"1,290.00 ",Zulker Nayeen,242.30 ,242.30 ,97.50 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,29 Sep 2023,29 Sep 2023,,,,14 Oct 2023,,,,,,,,,,
4957,W2337335,16 Sep 2023,230902148,P230610496,,H230104549,960.00 ,960.00 ,Design Hub-Styleberry,DELICATE GARMENTS LTD.,Y/D,Chambray,Dobby,100% Cotton,"6,972.00 ",60,32,Soft,122X94/60X32,98.26 ,144.04 ,91.87 ,137.56 ,"1,045.00 ","1,142.82 ",1,1,108/2,64.56,"1,291.77 ","1,290.00 ",1.77 ,"1,290.00 ",Zulker Nayeen,242.30 ,242.30 ,96.40 ,142.40 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,29 Sep 2023,29 Sep 2023,,,,14 Oct 2023,,,,,,,,,,
4958,W2337336,16 Sep 2023,230902150,P230813429,2212451,As Per Swatch,"8,920.00 ","8,920.00 ",C&A,Vision Composite Knit Ltd.,Y/D,Stripe,Plain,33%Linen + 27%Viscose+ 38%Cotton + 2% Spandex,"3,360.00 ",15LV,(16+70D),Soft,62x50/15LV(55/45)x16+70D,"1,507.12 ","1,577.64 ","1,420.94 ","1,482.98 ","9,484.00 ","10,371.80 ",2,1,46/2,73.04,"10,519.37 ","10,519.00 ",0.37 ,"10,519.00 ",A HASAN,"3,084.76 ","3,084.76 ","1,640.90 ",762.70 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,04 Oct 2023,04 Oct 2023,,,,14 Oct 2023,,,,,,,,,,
4959,W2337337,17 Sep 2023,230902155,P220201150,333F075B,65 Blue,"1,946.64 ","1,946.63 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,696.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,339.31 ,289.72 ,324.04 ,276.68 ,"2,070.00 ","2,263.77 ",2,2,54/2,68.44,"2,339.24 ","2,339.00 ",0.24 ,"2,339.00 ",Nazrul Islam,629.03 ,629.02 ,415.40 ,203.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4960,W2337338,17 Sep 2023,230902155,P220910871,333F075B,01 Off White,"2,006.79 ","2,006.78 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,696.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,349.17 ,298.39 ,333.46 ,284.96 ,"2,134.00 ","2,333.76 ",2,2,54/2,68.44,"2,407.97 ","2,408.00 ",(0.03),"2,408.00 ",Nazrul Islam,647.56 ,647.56 ,413.30 ,87.90 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4961,W2337339,17 Sep 2023,230902155,P220910872,333F075B,15 red,"1,983.82 ","1,983.81 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,712.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,388.29 ,296.27 ,370.82 ,282.94 ,"2,109.00 ","2,306.42 ",2,2,54/2,68.74,"2,381.72 ","2,380.00 ",1.72 ,"2,380.00 ",Nazrul Islam,684.57 ,684.58 ,376.20 ,74.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4962,W2337340,17 Sep 2023,230902155,P221113638,333F082B,07 grey,"2,240.82 ","2,240.81 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,574.00 ",(32/2+32/2G),(32/2+32/2G),Both Side Brush,64x50/32/2x32/2,380.17 ,318.46 ,364.99 ,305.74 ,"2,383.00 ","2,606.07 ",3,3,52/2,68.73,"2,675.36 ","2,675.00 ",0.36 ,"2,675.00 ",Nazrul Islam,698.63 ,698.62 ,542.90 ,20.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4963,W2337341,17 Sep 2023,230902155,P221215199,333F084B,18 Wine,"18,964.35 ","18,964.35 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,696.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,"2,989.56 ","2,613.70 ","2,868.95 ","2,508.31 ","19,484.00 ","21,307.90 ",6,6,54/2,68.44,"20,716.99 ","20,717.00 ",(0.01),"20,717.00 ",Nazrul Islam,"5,603.25 ","5,603.25 ","3,219.70 ",885.50 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4964,W2337341,14 Oct 2023,230902155,P221215199,333F084B,18 Wine,"18,964.35 ","18,964.35 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,696.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,0.00 ,30.00 ,0.00 ,24.00 ,"19,484.00 ","21,307.90 ",6,6,54/2,68.44,"20,716.99 ",0.00 ,"20,716.99 ",0.00 ,Nazrul Islam,30.00 ,30.00 ,0.00 ,14.60 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4965,W2337342,17 Sep 2023,230902155,P230303405,333F083B,09 Black,"38,505.03 ","38,505.03 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,712.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,"5,985.73 ","5,281.99 ","5,795.91 ","5,113.93 ","39,561.00 ","43,264.31 ",4,4,54/2,68.74,"42,063.58 ","42,060.00 ",3.58 ,"42,060.00 ",Nazrul Islam,"11,267.72 ","11,267.72 ","4,522.68 ",901.20 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4966,W2337342,13 Oct 2023,230902155,P230303405,333F083B,09 Black,"38,505.03 ","38,505.03 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,712.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,0.00 ,76.69 ,0.00 ,70.00 ,"39,561.00 ","43,264.31 ",4,4,54/2,68.74,"42,063.58 ",0.00 ,"42,063.58 ",0.00 ,Nazrul Islam,76.69 ,76.69 ,0.00 ,27.50 ,,0,0.00 ,,0,No,0.00 ,,ExcessDyeingQty,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
4967,W2337343,17 Sep 2023,230902155,P230304013,333F083B,17 red,"9,769.25 ","9,769.25 ",UNIQLO,GREEN TEXTILE LIMITED,Y/D,Check,"2/2 ""Z"" Twill",100% BCI Cotton,"3,712.00 ",32/2,32/2,Both Side Brush,64x50/32/2x32/2,"1,565.02 ","1,282.63 ","1,501.25 ","1,230.21 ","10,151.00 ","11,101.24 ",4,4,54/2,68.74,"10,793.38 ","10,790.00 ",3.38 ,"10,790.00 ",Nazrul Islam,"2,847.65 ","2,847.67 ","1,752.10 ",456.60 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,26 Sep 2023,30 Sep 2023,,03 Oct 2023,,,,,,,,,,
